id,email,phone,mobile,category_id,address,city,country,creation_date,edit_date,creator_id,editor_id,id_number,name
213,,225102000,,1,,,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Suez
214,,,,1,,,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Sun Chemical
215,,,,1,,,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,SUNSA
216,,31 24 372 7700,,1,,Nijmegen,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,superflow-sudamerica.com
217,,+56 2 2739 1553,,1,,Huechuraba,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Synthon
218,,+56 2 2555 1516,,1,,Santiago,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Tanax
219,,,,1,,Milano,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Taylor Automatización S.A.
220,,224402200,,1,,,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Techint
221,,,,1,,Curacavi,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Techman
222,,228894811,,1,,,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Terrasanta
223,,+49 441 483242200,,1,,München,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,THC Chile S.A.
224,,,,1,,,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,The Linde Group
225,,85230771233,,1,,Hong Kong,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Thermal Engineering
226,,,,1,,São Paulo,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,TickTick
227,,+56 2 2595 5700,,1,,Las Condes,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Tigre-ADS
228,,,,1,,Paris La Défense,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Todos los derechos resevados a Cementos Bicentenario SA
229,,,,1,,,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Total
230,,+56 2 2676 3300,,1,,Maipu,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Tresmontes Lucchetti
231,,,,1,,Santiago,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Trio SA
232,,,,1,,London,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Undurraga TI
233,,,,1,,Paris,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Unilever
234,,,,1,,Fairfield,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Veolia
235,,+56 9 6523 2200,,1,,,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Verallia
236,,,,1,,,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Vignola S.a.
237,,+1 562-351-4100,,1,,Santiago,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Viña Agustinos
238,,+56 223539130,,1,,Las,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Viña Cousiño Macul
239,,+56 224775300,,1,,Puente Alto,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Viña Emiliana
240,,+56 224413790,,1,,Las Condes,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Vina San Pedro Tarapaca - Molina
241,,+56224298932/33,,1,,Isla de Maipo,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Viña Santa Rita
242,,56 32 232 9924,,1,,Casablanca,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Viña Tarapacá - Isla de Maipo
243,,225573894,,1,,,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Viñedos Veramonte
244,,+56 223380501,,1,,Renca,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Virutex Ilko S.A.
245,,228716463,,1,,,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Vital Jugos
246,,,,1,,Tokyo,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Walford Detergentes Industriales S.A.
247,,,,1,,Santiago,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Watson-Marlow Fluid Technology Group
248,,49 231 4102 0,,1,,Dortmund,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,WES Chile
249,,+1 914-304-1700,,1,,Rye Brook,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,WILO SE
250,,,,1,,La Pintana,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Xylem
251,,,,1,,,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,ZIGMA
252,,,,1,,,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1,,Zubra
