id,name,email,phone,mobile,category,address,city,country,creation_date,edit_date,creator_id,editor_id
200,Serplas,,8138558636,,Proyectos Agua,,Tampa,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
201,Seven Seas Water,,,,Chemicals,,San Bernardo,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
202,Sherwin-Williams Chile,, +56 2 2449 0360,,Proyectos,,Santiago,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
203,Shimin Ingeniería,,,,Mining & Metals,,Charlotte,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
204,Sibelco,,,,,,,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
205,signature-cloud.com,, +56 2 2341 9199,,Proyectos Agua,,,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
206,Simtech,, +56 2 2599 0956,,Import and Export,,Santiago,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
207,Sitrol,, +353 12027000,,Paper & Forest Products,,Dublin,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
208,Smurfit Kappa de Chile,,56 22 330 0200,,Oil & Energy,,Santiago,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
209,Sociedad Nacional de Oleoductos,,,,Food Production,,Santiago,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
210,Sopraval,, +56 2 2428 9500,,Food Production,,,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
211,SPES,,,,Facilities Services,,,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
212,SQ Energias,, +33 158812000,,Utilities,,Paris,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
213,Suez,,225102000,,Chemicals,,,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
214,Sun Chemical,,,,Environmental Services,,,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
215,SUNSA,,,,,,,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
216,superflow-sudamerica.com,,31 24 372 7700,,Pharmaceuticals,,Nijmegen,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
217,Synthon,, +56 2 2739 1553,,Chemicals,,Huechuraba,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
218,Tanax,, +56 2 2555 1516,,Mechanical or Industrial Engineering,,Santiago,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
219,Taylor Automatización S.A.,,,,Proyectos Agua,,Milano,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
220,Techint,,224402200,,Chemicals,,,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
221,Techman,,,,Food & Beverages,,Curacavi,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
222,Terrasanta,,228894811,,Plastics,,,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
223,THC Chile S.A.,, +49 441 483242200,,Chemicals,,München,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
224,The Linde Group,,,,Proyectos,,,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
225,Thermal Engineering,,85230771233,,Computer Software,,Hong Kong,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
226,TickTick,,,,Plastics,,São Paulo,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
227,Tigre-ADS,, +56 2 2595 5700,,Cemento y Áridos,,Las Condes,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
228,Todos los derechos resevados a Cementos Bicentenario SA,,,,Chemicals,,Paris La Défense,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
229,Total,,,,Food Production,,,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
230,Tresmontes Lucchetti,, +56 2 2676 3300,,Food Production,,Maipu,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
231,Trio SA,,,,Printing,,Santiago,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
232,Undurraga TI,,,,Consumer Goods,,London,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
233,Unilever,,,,Environmental Services,,Paris,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
234,Veolia,,,,"Glass, Ceramics & Concrete",,Fairfield,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
235,Verallia,, +56 9 6523 2200,,Mechanical or Industrial Engineering,,,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
236,Vignola S.a.,,,,Wine and Spirits,,,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
237,Viña Agustinos,, +1 562-351-4100,,Wine and Spirits,,Santiago,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
238,Viña Cousiño Macul,, +56 223539130,,Wine and Spirits,,Las,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
239,Viña Emiliana,, +56 224775300,,Wine and Spirits,,Puente Alto,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
240,Vina San Pedro Tarapaca - Molina,, +56 224413790,,Wine and Spirits,,Las Condes,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
241,Viña Santa Rita,, +56224298932/33,,Wine and Spirits,,Isla de Maipo,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
242,Viña Tarapacá - Isla de Maipo,,56 32 232 9924,,Wine and Spirits,,Casablanca,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
243,Viñedos Veramonte,,225573894,,Chemicals,,,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
244,Virutex Ilko S.A.,, +56 223380501,,,,Renca,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
245,Vital Jugos,,228716463,,Chemicals,,,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
246,Walford Detergentes Industriales S.A.,,,,,,Tokyo,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
247,Watson-Marlow Fluid Technology Group,,,,Renewables & Environment,,Santiago,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
248,WES Chile,,49 231 4102 0,,Machinery,,Dortmund,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
249,WILO SE,, +1 914-304-1700,,Proyectos Agua,,Rye Brook,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
250,Xylem,,,,Mining & Metals,,La Pintana,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
251,ZIGMA,,,,Mechanical or Industrial Engineering,,,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
252,Zubra,,,,,,,Chile,2021-01-21 20:20:31.431839,2021-01-21 20:20:31.431988,1,1
